,Title,Body,Title + Body,Actual,Predicted Cat
28,Neiman Marcus Pottery Pitchers,"We have for sale two very rare beautiful Italian Pottery Pitchers that were commissioned exclusively for Neiman Marcus. These pitchers are rare because the spout is crafted into the mouth of a gargoyles head.  There are no chips or cracks in these and they are approximately 11"" high.  We are asking $25 each or both for $40.  Sorry, we will not hold, ship, deliver or accept anything other than cash.  Located at our warehouse in Franklin Park.  While our prices are pretty firm we will consider any reasonable offer.  If you are interested please call or text Jim at 312 – Six Five Nine – 9148.  Scammers and spammers don’t bother as this isn’t our first rodeo.  No, we will not send you a code to make sure we are a real person as our doctor assured us we are and we will not answer texts or calls from area codes outside Chicago and the surrounding suburbs.  Those individuals can email us through Craigslist.","neiman marcu potteri pitchersw sale two rare beauti italian potteri pitcher commiss exclus neiman marcus. pitcher rare spout craft mouth gargoyl head. chip crack approxim 11"" high. ask $25 $40. sorry, hold, ship, deliv accept anyth cash. locat warehous franklin park. price pretti firm consid reason offer. interest pleas call text jim 312 – six five nine – 9148. scammer spammer don’t bother isn’t first rodeo. no, send code make sure real person doctor assur us answer text call area code outsid chicago surround suburbs. individu email us craigslist.",Others,Others
29,New Carpet pcs,"New Carpet enough for 1 staircase  and 3' × 5' Landing   $60Color -  Beige36 1/2"" × 78""36 1/2"" × 64""36 1/2"" × 58""24 1/2"" × 73""38"" × 60"" plus angle","new carpet pcsnew carpet enough 1 staircas 3' × 5' land $60color - beige36 1/2"" × 78""36 1/2"" × 64""36 1/2"" × 58""24 1/2"" × 73""38"" × 60"" plu angl",Others,Others
30,Custom Screen Printing Services!🔥 🔥 T Shirt Special,"We have a Rad Screen Print Deal! Get 100 Shirts for $7 a shirt! . 👕One Color Screen Printed front, 👕one color screen printed on the back on heavy 6.0 oz. Alstyle / Tee Style Brand shirts. To Place an order, You can email us at: sales @ Threadedmerch.com  Or You can order directly here: 👉👉https://www.threadedmerch.com/100-Alstyle-Shirts-7-Special  Includes Free UPS Shipping! 📦 📦 📦 (Can choose local will call pick up from our Palmdale, CA shop on check out for local orders.) What you get: 🔵 One color logo printed on the front with your  uploaded 1 color design.  (Max size: 12"" wide x 15"" tall)  🔵 One color logo printed on the back with your   uploaded 1 color design. (Max size: 13"" wide x 15"" tall)  🔵Includes 100% Heavy 6.0 oz. Cotton, Alstyle / TeeStyled shirts.   (Any Mix of sizes Small through XL, plus sizes XXL & XXL are subject to an additional $2 extra  per piece.)  🔵 All folded, and polybagged with size stickers included  🔵 Free UPS Ground shipping! (Excludes Hawaii & Alaska)  All tshirts must be the same color, all ink colors must be the same, in order to qualify for this special. If your design has more than one ink color, an additional color fee will apply.  Freshly baked threads is what we do! You need an awesome custom design? Get your threads printed on super soft soft quality blanks and specialty inks, tagless inside labels, individually folded with clear polybags ready for distribution. Let’s get it! Contact us to get started! .   We have plenty of more special packages, View Site for Deals Here: 👉👉“ https://www.threadedmerch.com/specials  "" ————————————————————Sorry, Due To High Volume, No Walk-Ins Accepted, Only Appointments. For A Quote or to Schedule Appointment:.🖥Visit: https:www.threadedmerch.com . 📱Call: 1-844-MY-MERCH 📱 Call:  show contact info🔽🔽Email is best point of contact 🔽🔽 📩Email: sales @ threadedmerch . com 🏢Located: 38462 Sierra HWY Palmdale CA 93550. ——————————————————. —————————————————— . . . . . . . . tshirt dtg streetwear drawing fashion printshoplife tshirts design printmaking handmade printspecial  tshirtspecial print artist custom screenprinted clothingbrand screenprintlife apparel lancaster #printlife ink garmentprinting clothingline  screenprint screenprint silkscreen art clothing    ","custom screen print services!🔥 🔥 shirt specialw rad screen print deal! get 100 shirt $7 shirt! . 👕one color screen print front, 👕one color screen print back heavi 6.0 oz. alstyl / tee style brand shirts. place order, email us at: sale @ threadedmerch.com order directli here: 👉👉https://www.threadedmerch.com/100-alstyle-shirts-7-speci includ free up shipping! 📦 📦 📦 (can choos local call pick palmdale, ca shop check local orders.) get: 🔵 one color logo print front upload 1 color design. (max size: 12"" wide x 15"" tall) 🔵 one color logo print back upload 1 color design. (max size: 13"" wide x 15"" tall) 🔵includ 100% heavi 6.0 oz. cotton, alstyl / teestyl shirts. (ani mix size small xl, plu size xxl & xxl subject addit $2 extra per piece.) 🔵 folded, polybag size sticker includ 🔵 free up ground shipping! (exclud hawaii & alaska) tshirt must color, ink color must same, order qualifi special. design one ink color, addit color fee apply. freshli bake thread do! need awesom custom design? get thread print super soft soft qualiti blank specialti inks, tagless insid labels, individu fold clear polybag readi distribution. let’ get it! contact us get started! . plenti special packages, view site deal here: 👉👉“ https://www.threadedmerch.com/speci "" ————————————————————sorry, due high volume, walk-in accepted, appointments. quot schedul appointment:.🖥visit: https:www.threadedmerch.com . 📱call: 1-844-my-merch 📱 call: show contact info🔽🔽email best point contact 🔽🔽 📩email: sale @ threadedmerch . com 🏢located: 38462 sierra hwi palmdal ca 93550. ——————————————————. —————————————————— . . . . . . . . tshirt dtg streetwear draw fashion printshoplif tshirt design printmak handmad printspeci tshirtspeci print artist custom screenprint clothingbrand screenprintlif apparel lancast #printlif ink garmentprint clothinglin screenprint screenprint silkscreen art cloth",Others,Others
32,"Oak Trim 5 1/2"" wide with 2 5 1/2""Rosettes and wranches,nail puller","Oak Trim set    $ 25 Trim set includes : Trim: 5 ½"" Wide x 8' 6"" Long x 1""Thick2 rosettes 5 ½"" x 5 ½"" x 1""Closet pole brackets $ 5","oak trim 5 1/2"" wide 2 5 1/2""rosett wranches,nail pulleroak trim set $ 25 trim set includ : trim: 5 ½"" wide x 8' 6"" long x 1""thick2 rosett 5 ½"" x 5 ½"" x 1""closet pole bracket $ 5",Others,Others
33,Vintage hanging scale,"Scale, vintage new york","vintag hang scalescale, vintag new york",Others,Others
34,Heinz Condiment Pump with Lids,"$10 for both. Medium and large lids.  From Restaurant Depot, never used or opened.Pick up or I may be able to deliver.    ","heinz condiment pump lids$10 both. medium larg lids. restaur depot, never use opened.pick may abl deliver.",Others,Others
35,Art/Stained Glass panel,"New Stained Glass panel   $75   Panel Size:  11 1/2"" x 24 1/2"" Field glass champaign with red tulip","art/stain glass panelnew stain glass panel $75 panel size: 11 1/2"" x 24 1/2"" field glass champaign red tulip",Others,Others
36,2 Ventra Cards - $601 Balance,"Moving out of the city and I don't need these anymore, I accumulated the large balance during the pandemic via employer transit subsidy.They are in my Apple Wallet and registered in the Ventra App, so upon payment I could send the credentials of the Ventra account and you can then add those cards into your Apple/Google Wallet.See also:https://www.ventrachicago.com/applepay/https://www.ventrachicago.com/applepay-faq/https://www.ventrachicago.com/googlepay/https://www.ventrachicago.com/googlepay-faq/Not a scam, we can meet face to face to exchange credentials to make sure everything goes smooth with the transaction if you want. I live in the West Loop area.$500 OBO. Text  show contact info.","2 ventra card - $601 balancemov citi need anymore, accumul larg balanc pandem via employ transit subsidy.they appl wallet regist ventra app, upon payment could send credenti ventra account add card apple/googl wallet.se also:https://www.ventrachicago.com/applepay/https://www.ventrachicago.com/applepay-faq/https://www.ventrachicago.com/googlepay/https://www.ventrachicago.com/googlepay-faq/not scam, meet face face exchang credenti make sure everyth goe smooth transact want. live west loop area.$500 obo. text show contact info.",Others,Others
37,"3 Tier Lunch carrier - Stainless steel, practically new","3 Tier Lunch carrier - Stainless steel, practically new Includes:3 containers 22 oz each3 caps1 carrier with handle","3 tier lunch carrier - stainless steel, practic new3 tier lunch carrier - stainless steel, practic new includes:3 contain 22 oz each3 caps1 carrier handl",Others,Others
38,Bar Stools,4  wooden counter height bar stools.Purchase by appointment.Serious inquiries only.    ,bar stools4 wooden counter height bar stools.purchas appointment.seri inquiri only.,Others,Others
39,Vintage Replogie Stereo Relief 12” World Globe Swivels,"Replogie made in Chicago, IL. Great vintage globe in overall good condition.Globe is 12"" diameter. 17"" tall with stand.","vintag replogi stereo relief 12” world globe swivelsreplogi made chicago, il. great vintag globe overal good condition.glob 12"" diameter. 17"" tall stand.",Others,Others
40,Blue tongue skink,I have a bluey that needs rehomed. Price not negotiable.,blue tongu skinki bluey need rehomed. price negotiable.,Others,Others
41,Large suitcase,Has conventional wheels and handle for easy transport,larg suitcaseha convent wheel handl easi transport,Others,Others
42,"Delta Faucet, Soap Dispenser and Drain Basket",These are brand new never used in original box and packaging.Must buy all three pieces will not separate.Priced to sell.Local pick up ONLY!Contact for more information.I will not respond to is it still available request!,"delta faucet, soap dispens drain basketthes brand new never use origin box packaging.must buy three piec separate.pr sell.loc pick only!contact information.i respond still avail request!",Others,Others
43,"Sliding door hardware - 2 sets, handles and rollers","Sliding door hardware - 2 sets, handles and rollers","slide door hardwar - 2 sets, handl rollersslid door hardwar - 2 sets, handl roller",Others,Others
44,Emerency/warning strobe light,Strobe flashes alternating yellow and white lights.12-26 Volts (plugs into automotive power socket)Cord is 10 feet long.Has on/off switch on case and two velcro straps to secure it to an objectDesigned and made in USAVideo is available upon request,emerency/warn strobe lightstrob flash altern yellow white lights.12-26 volt (plug automot power socket)cord 10 feet long.ha on/off switch case two velcro strap secur objectdesign made usavideo avail upon request,Others,Others
45,DTG Printing - DTG T Shirts - Custom T Shirts,"You are getting 25 Black Alstyle 1301 T shirts with your uploaded design. Print Size: Standard Max Print Size is: 11"" x 16"" - Jumbo Printing Available - Jumbo Max Size is: 16""x20"" ($90 extra) Can I upgrade to another T shirt brand? Yes you can, for this special we offer upgrade as: 🔵Gildan G500 - 5.3 oz. Standard Midweight Cotton - (+25)🔵 Next Level 3600 - 4.6 oz. Soft Ringspun Cotton - (+50) 🔵 Bella Canvas 3001 - 4.6 Oz. Soft Premium Ringspun Cotton (+$50) 🔵 AS COLOUR ""STAPLE TEE"" Most Premium Ringspun Cotton Tee - (+$89)🔵 Please allow approx. 10-12 WORKING Business Days for Production. (EXCLUDING WEEKENDS AND HOLIDAYS) Other Upgrades:🔵 Polybag each shirts - WE GIVE YOUR THE OPTION TO UPGRADE YOUR ORDER TO GET EACH GARMENT INDIVIDUALLY FOLDED & POLYBAGGED FOR $1 EXTRA PER PIECE! 🔵 Custom Inside Neck Labels 🏷 w/ your logo. - WE DO OFFER THAT SERVICE, WE REMOVE THE INSIDE SIZE TAGS AND SCREEN PRINT YOUR CUSTOM SIZE TAG LABEL WITH YOUR LOGO AND INFO ON THE INSIDE AT AN ADDITIONAL $1 EXTRA PER INSIDE TAG.  We have plenty of more special packages, View Site for Deals Here: 👉👉“ https://www.threadedmerch.com/specials  "" ————————————————————Sorry, Due To High Volume, No Walk-Ins Accepted, Only Appointments. For A Quote or to Schedule Appointment:.🖥Visit: https:www.threadedmerch.com . 📱Call: 1-844-MY-MERCH 📱 Call:  show contact info🔽🔽Email is best point of contact 🔽🔽 📩Email: sales @ threadedmerch . com 🏢Located: 38462 Sierra HWY Palmdale CA 93550. ——————————————————. —————————————————— .....tshirt dtg streetwear drawing wonderland printshoplife tshirts design printmaking handmade printing print artist custom screenprinted clothingbrand screenprintlife apparel lancaster printlife ink garmentprinting clothingline #screenprinter illustration screenprint silkscreen art clothing palmdale    ","dtg print - dtg shirt - custom shirtsyou get 25 black alstyl 1301 shirt upload design. print size: standard max print size is: 11"" x 16"" - jumbo print avail - jumbo max size is: 16""x20"" ($90 extra) upgrad anoth shirt brand? ye can, special offer upgrad as: 🔵gildan g500 - 5.3 oz. standard midweight cotton - (+25)🔵 next level 3600 - 4.6 oz. soft ringspun cotton - (+50) 🔵 bella canva 3001 - 4.6 oz. soft premium ringspun cotton (+$50) 🔵 colour ""stapl tee"" premium ringspun cotton tee - (+$89)🔵 pleas allow approx. 10-12 work busi day production. (exclud weekend holidays) upgrades:🔵 polybag shirt - give option upgrad order get garment individu fold & polybag $1 extra per piece! 🔵 custom insid neck label 🏷 w/ logo. - offer service, remov insid size tag screen print custom size tag label logo info insid addit $1 extra per insid tag. plenti special packages, view site deal here: 👉👉“ https://www.threadedmerch.com/speci "" ————————————————————sorry, due high volume, walk-in accepted, appointments. quot schedul appointment:.🖥visit: https:www.threadedmerch.com . 📱call: 1-844-my-merch 📱 call: show contact info🔽🔽email best point contact 🔽🔽 📩email: sale @ threadedmerch . com 🏢located: 38462 sierra hwi palmdal ca 93550. ——————————————————. —————————————————— .....tshirt dtg streetwear draw wonderland printshoplif tshirt design printmak handmad print print artist custom screenprint clothingbrand screenprintlif apparel lancast printlif ink garmentprint clothinglin #screenprint illustr screenprint silkscreen art cloth palmdal",Others,Others
